|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 dataframe_protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:106(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:116(Buffer)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:172(Column)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:20(DlpackDeviceType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:33(DtypeKind)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:373(DataFrame)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:64(ColumnNullType)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:89(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.008    0.004 datetimelike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:154(InvalidComparison)
        1    0.000    0.000    0.000    0.000 datetimelike.py:163(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1726(DatelikeOps)
        1    0.000    0.000    0.001    0.001 datetimelike.py:1932(TimelikeOps)
        1    0.000    0.000    0.000    0.000 datetimelike.py:375(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:77(DatetimeIndexOpsMixin)
        3    0.000    0.000    0.015    0.005 datetimes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:102(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(FulldatetimeDict)
        1    0.000    0.000    0.001    0.001 datetimes.py:113(DatetimeIndex)
       19    0.000    0.000    0.000    0.000 datetimes.py:113(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetimes.py:153(DatetimeArray)
        1    0.000    0.000    0.010    0.010 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deck_class.py:1(<module>)
    32000    0.023    0.000    0.031    0.000 deck_class.py:12(pop)
    12912    0.017    0.000    0.110    0.000 deck_class.py:15(calculate_points)
    12912    0.028    0.000    0.087    0.000 deck_class.py:16(<listcomp>)
    24000    0.036    0.000    0.106    0.000 deck_class.py:18(__repr__)
    24000    0.038    0.000    0.062    0.000 deck_class.py:19(<listcomp>)
        1    0.000    0.000    0.000    0.000 deck_class.py:34(Deck)
     1000    0.034    0.000    0.099    0.000 deck_class.py:35(__init__)
        1    0.000    0.000    0.000    0.000 deck_class.py:4(PileOfCard)
     1000    0.003    0.000    0.084    0.000 deck_class.py:44(shuffle)
     4000    0.011    0.000    0.126    0.000 deck_class.py:47(deal)
     4000    0.015    0.000    0.045    0.000 deck_class.py:48(<listcomp>)
    21000    0.100    0.000    0.118    0.000 deck_class.py:5(__init__)
    53000    0.019    0.000    0.019    0.000 deck_class.py:6(<genexpr>)
    64000    0.060    0.000    0.081    0.000 deck_class.py:8(append)
        1    0.000    0.000    0.011    0.011 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
     1003    0.007    0.000    0.023    0.000 decoder.py:332(decode)
     1003    0.010    0.000    0.010    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1908(chararray)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.065    0.065 describe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 describe.py:105(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 describe.py:131(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 describe.py:144(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      166    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
       16    0.000    0.000    0.001    0.000 doc.py:117(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        2    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dtype.py:125(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtype.py:20(ArrowDtype)
        1    0.000    0.000    0.000    0.000 dtype.py:42(SparseDtype)
        1    0.000    0.000    0.003    0.003 dtypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dtypes.py:1043(IntervalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:114(CategoricalDtypeType)
       17    0.000    0.000    0.000    0.000 dtypes.py:1185(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:122(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1314(PandasDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:1412(BaseMaskedDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:303(construct_from_string)
        1    0.000    0.000    0.001    0.001 dtypes.py:628(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:72(PandasExtensionDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:754(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:823(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:913(construct_from_string)
        1    0.000    0.000    0.000    0.000 easter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
     1001    0.003    0.000    0.003    0.000 encoder.py:104(__init__)
     1000    0.012    0.000    0.069    0.000 encoder.py:182(encode)
     1000    0.009    0.000    0.013    0.000 encoder.py:204(iterencode)
     1000    0.004    0.000    0.004    0.000 encoder.py:259(_make_iterencode)
    20000    0.021    0.000    0.026    0.000 encoder.py:333(_iterencode_dict)
    20000    0.014    0.000    0.041    0.000 encoder.py:413(_iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.013    0.013 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:108(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:125(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:47(AbstractEngine)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        7    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
      194    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       20    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       20    0.002    0.000    0.008    0.000 enum.py:180(__new__)
       20    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      262    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       20    0.001    0.000    0.001    0.000 enum.py:222(<setcomp>)
       30    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
      262    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
     3927    0.004    0.000    0.011    0.000 enum.py:359(__call__)
       20    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      262    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        3    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       30    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:448(__len__)
        7    0.000    0.000    0.000    0.000 enum.py:451(__members__)
      305    0.001    0.000    0.001    0.000 enum.py:470(__setattr__)
        8    0.000    0.000    0.005    0.001 enum.py:483(_create_)
        7    0.000    0.000    0.007    0.001 enum.py:536(_convert_)
        7    0.001    0.000    0.002    0.000 enum.py:553(<listcomp>)
      101    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       20    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       48    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
       48    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       20    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
     3919    0.002    0.000    0.002    0.000 enum.py:678(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
       55    0.000    0.000    0.000    0.000 enum.py:801(value)
       20    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      262    0.001    0.000    0.003    0.000 enum.py:89(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 enum.py:980(__or__)
       53    0.000    0.000    0.001    0.000 enum.py:986(__and__)
        1    0.000    0.000    0.016    0.016 eval.py:1(<module>)
        1    0.000    0.000    0.026    0.026 ewm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ewm.py:140(ExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 ewm.py:885(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 ewm.py:918(OnlineExponentialMovingWindow)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.128    0.128 exhibit.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expanding.py:1(<module>)
        1    0.000    0.000    0.002    0.002 expanding.py:48(Expanding)
        1    0.000    0.000    0.000    0.000 expanding.py:879(ExpandingGroupby)
        1    0.000    0.000    0.002    0.002 expr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        2    0.000    0.000    0.000    0.000 expr.py:127(_compose)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
      131    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
      179    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       13    0.000    0.000    0.001    0.000 expr.py:188(_filter_nodes)
      125    0.000    0.000    0.001    0.000 expr.py:192(<genexpr>)
      130    0.000    0.000    0.000    0.000 expr.py:196(<lambda>)
      165    0.000    0.000    0.000    0.000 expr.py:256(_node_not_implemented)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:297(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.000    0.000 expr.py:341(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:385(<dictcomp>)
        1    0.000    0.000    0.000    0.000 expr.py:757(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:775(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:783(Expr)
        1    0.000    0.000    0.009    0.009 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:42(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       14    0.000    0.000    0.000    0.000 extension.py:113(inherit_names)
       14    0.000    0.000    0.001    0.000 extension.py:128(wrapper)
        1    0.000    0.000    0.000    0.000 extension.py:138(ExtensionIndex)
        1    0.000    0.000    0.000    0.000 extension.py:180(NDArrayBackedExtensionIndex)
      119    0.000    0.000    0.000    0.000 extension.py:35(_inherit_from_data)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
